,smiles
1069,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)CC=NS(O)(=O)C)C=C1
1070,FC1=CC(CNC(=O)C=2C=C3NC(=O)C=4C(NC3=CC2)=CC(C=5C=C(OC)C(O)=CC5)=CC4)=CC=C1
1071,O(C=1C=C(C2=CC(C(=O)C3=CC=CC=C3)=C(N)C=C2)C=NC1)CC(N)CC=4C=5C(NC4)=CC=CC5
1072,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C(=O)NCC)N
1073,S(=O)(=O)(NCCN)C=1C=C(C(=O)NC2=CC=C(C3=NN=C(O)C4=C3C=CC=C4)C=C2)C=CC1
1074,C(=O)(NC=1C=2C(C(=CC1)OCCN3CCOCC3)=CC=CC2)NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C
1075,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CCNS(=O)(=O)C)N
1076,ClC1=CC=C([C@@H]([C@H]2NCCC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1
1077,C1(=NON=C1N)C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)O[C@@H](CCN)C4=CC=CC=C4
1078,C1(=NON=C1N)C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)O[C@H](CCN)C4=CC=CC=C4
1079,O=C\1NC2=C(/C1=C/C=3NC=C(C3)C4=CC(=CC=C4)C(=O)N)C=C(NC(=O)N)C=C2
1080,C=1C=CC=C2NC=C(C21)C[C@@H](COC=3C=NC=C(C3)C4=CC=C5C(=C4)C=C(N=C5)N)N
1081,O=C\1NC2=C(/C1=C/C=3NC=C(C3)C(=O)NCCC=4N=CNC4)C=C(NC(=O)N)C=C2
1082,C1(=CN=C2C(=C1)N=C(N2C3=CC=C(C=C3)CNC(C=4C=CC=CC4)=O)C5=CC=CN=C5N)C6CCCC6
1083,C=1(C=C2/C(/C(NC2=CC1)=O)=C(\C)/C=3NC=C(C3)CNC(C4=CN=CC=C4)=O)NC(N)=O
1084,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C#CCN(C)C)N
1085,ClC1=CC=C([C@@H](CNC2CCCCC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1
1086,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C=5C=NNC5)N
1087,FC(F)(F)C=1C(=NC(NC2=CC=3C4N(C(C3C=C2)CC4)C(=O)CNC(=O)C)=NC1)NC5CCC5
1088,[C@]1([C@]2(N3C=4C5=C(C6=C(N5[C@@H](C1)O2)C=CC=C6)C=7C(C4C8=C3C=CC=C8)=CNC7O)C)(O)CO
1089,C1(C[C@H](N)COC2=C(N=C(C(C3=NC=4C(N=C3)=NNC4C)=C2)C=5C=COC5C)N)=CC=CC=C1
1090,FC(F)(F)C1=CC(NC(=O)NC=2C=CC(C3=C(N4N=CC(=C4N=C3)C5=CN(N=C5)C)N)=CC2)=CC=C1
1091,S1C2=C(C(C3=CC=C(NC(=O)NC=4C(F)=CC=C(C4)C)C=C3)=C1)C(=NC=C2C(=O)NC)N
1092,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC=C(OC)C=C4)C=C3)=C1)=C(N=CC2C5=CN(N=C5)CCO)N
1093,O1C(=NC=2C1=CC=CC2)NC3=CC=C(C=4C=5C(=C(O)NC5)C=C(OCCCN(C)C)C4)C=C3
1094,O=C(NCC=1C=C(NC1)/C(=C\2/C3=C(NC2=O)C=CC(NC(=O)N)=C3)/C)CCN4CCCCC4
1095,ClC1=CC(C(O)CNC2=C(C=3NC4=C(N3)CC(N5CCOCC5)=CC4=C)C(O)=NC=C2)=CC=C1
1096,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C#CCN(CC)CC)N
1097,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(=O)N[C@H](CN)CC4=CC=CC(=C4)C(F)(F)F)=C1
1098,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C
1100,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCCN5CCCC5)Cl
1101,C=1(N=CN=C2[C@@H](C[C@H](C21)C)O)N3CCN(C(=O)[C@H]([C@@H]4COCCN4)C=5C=CC(=CC5)Cl)CC3
1102,OC=1N2C(=NC=3C2=CC=CC3)C(=C(C1C=C4C(=O)N(N=C4C)C=5C=CC(=CC5)C(=O)O)C)C#N
1103,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)CCCN(C)C)C=C1
1104,ClC1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNCC5CCOCC5)C=C1
1105,S(=O)(=O)(N)C=1C(=CC=C(NC=2N=C(NC3=CC=C(OCC(=O)NC)C=C3)C(F)=CN2)C1)C
1106,O=C(NCC=1C=C(NC1)/C(=C\2/C3=C(NC2=O)C=CC(NC(=O)N)=C3)/C)C4NCCNC4
1107,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)CC5=CC=CC=C5)C=C1
1108,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CC5=CN=CC=C5)N
1109,C=1(C=C2/C(/C(NC2=CC1)=O)=C/C=3NC=C(C3)C(NCCN4CCOCC4)=O)NC(N)=O
1110,C=1(N=CN=C2[C@@H](C[C@H](C21)C)O)N3CCN(C(=O)[C@H](CNCC(F)(F)F)C=4C=CC(=CC4)Cl)CC3
1112,O=C(NC=1N(C=2C(N1)=CC(N(C(=O)C3CCCCC3)C)=CC2)CCCC)C4=CC(=CC=C4)C#N
1113,C=1(C=C2/C(/C(NC2=CC1)=O)=C/C=3NC=C(C3)C(NCCN4CCCCC4)=O)NC(N)=O
1114,C=1(C=C2C(=NC=NC2=CC1OCCCN3CCCCC3)N4CCN(CC4)C(NC=5C=CC(=CC5)OC(C)C)=O)OC
1115,O=C1N(C2CCN(CC2)CC=3C=CC(=CC3)C4=NC=5C(N=C4C6=CC=CC=C6)=CC=CC5)C=7C(N1)=CC=CC7
1116,C=1(C(N)=NON1)C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)O[C@H](CN)C4=CC=CC=C4
1117,ClC1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC5CCOCC5)C=C1
1118,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(=O)N[C@H](CN)CC4=CC=C(C=C4)C(F)(F)F)=C1
1119,C=1(C=C2/C(/C(NC2=CC1)=O)=C/C=3NC=C(C3)C(=O)NCCC4=CC=NC=C4)NC(N)=O
1120,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)CCC)N
1121,N1=C(N=C(C(=C1)C(F)(F)F)NCC2=CC=CN=C2N(S(C)(=O)=O)C)NC3=CC4=C(C=C3)NC(=C4)O
1122,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1
1123,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)CCO)N
1124,ClC1=CC=C([C@H](C(=O)N2CCN(CC2)C=3N=CN=C4C3[C@@H](CC4)C=C)CNC(C)C)C=C1
1125,S(=O)(=O)(N(C=1C=C(C2=CC3=C(C=C2)C=NC=C3)C=NC1)CCN)C4=C5C(C(N(C)C)=CC=C5)=CC=C4
1126,CC=1NN=C2C1C=C(C=C2)C3=CC(OC[C@H](CC=4C5=C(NC4)C=CC=C5)N)=CN=C3C=6C=COC6
1127,S1C2=C(C(C3=CC=C(NC(=O)NC4=CC=C(OC(F)F)C=C4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C)N
1128,O=C(N1CC2=C(NN=C2NC(=O)C=3C=CC(N4CCN(CC4)C)=CC3)C1)C(OC)C5=CC=CC=C5
1129,S1C=2C(C(C=3C=CC(NC(=O)NC4=CC=C(C=C4)C)=CC3)=C1)=C(N=CC2C5=CN(N=C5)C)N
1130,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C)N
1131,N1C(N(C(C2=CC=CC=C12)=O)CCN3CCC(CC3)=C(C=4C=CC(=CC4)F)C=5C=CC(=CC5)F)=S
1132,C1(C[C@@H](COC=2C=C3C(=C(C#CC(O)(C)C)N2)N=C(C=4C(N)=NON4)N3CC)N)=CC=CC=C1
1133,C1(C[C@H](COC=2C=C3C(=C(C#CC(O)(C)C)N2)N=C(C=4C(N)=NON4)N3CC)N)=CC=CC=C1
1134,[C@@H]1(C2=C(N=CN=C2CC1)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)CO
1135,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)CCCN5CCCCC5)C=C1
1136,C1(OCC[C@H](CC2=CC=CC=C2)N)=CN=C(C=3N=C(N(C31)CC)C=4C(N)=NON4)C#CC(C)(O)C
1137,N=1C2=C(C=NN2C(=C(C1)C=3C=CC(=CC3)NC(NC4=CC=CC(=C4)C)=O)N)C5=CN(N=C5)C
1138,O(C1=CC(C=2C3=C(N(C2)C4CCC(N5CCCC5)CC4)N=CN=C3N)=CC=C1)CC6=CC=CC=C6
1139,N=1C(C=2C=COC2)=C(C=C(C1)OC[C@H](CC3=CNC4=C3C=CC=C4)N)C5=NC=6C(=NNC6C=N5)C
1140,C1(=C(C=C2C(=C1)C(=CC=N2)OC3=CC=C(C=C3)NC(NC(=O)C4=C(C=CC=C4)C)=S)OC)OC
1141,C1=C2C(N=C(C=3C=CC(=CC3)CN4CCC(CC4)C=5C=C(NN5)C=6C=CN=CC6)C(C7=CC=CC=C7)=C2)=NC=C1
1142,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C(C(=O)N)(C)C)N
1143,C=1(N=CN=C2[C@@H](C[C@H](C21)C)O)N3CCN(C(=O)[C@H](CN4CCC(CC4)F)C=5C=CC(=CC5)Cl)CC3
1144,C=1C2=C(C=CC1)C(=CN2)C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=NC6=C(N=C5)NN=C6C)C3)N)N
1145,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C=3C=C(C(=NC3N)C4=C(OC=C4)C)C5=NC6=C(N=C5)NN=C6C
1146,N1(CCC(N2N=CC=3C2=NC=NC3N)CC1)CC4=CC=C(C=C4)C=5N=C6N=CN=C(N)C6=CC5C7=CC=CC=C7
1147,C1=C(C(C=2C=CC(=CC2)CN3CCC(CC3)C(=O)NCCC(N)=O)=NC=4C1=CN=C(SC)N4)C5=CC=CC=C5
1148,S1C=2C(C(C=3C=CC(NC(=O)NC4=CC=C(OC)C=C4)=CC3)=C1)=C(N=CC2C5=CN(N=C5)CC(O)(C)C)N
1149,C=1(NC2=CC=CC=C2C1C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=NC6=C(N=C5)NN=C6C)C3)N)N)C#N
1150,C1=C(N=C2C(=C1)N=C(N2C3=CC=C(C=C3)CNC(C=4C=CC=CC4)=O)C5=CC=CN=C5N)C6=CN=CC=C6
1151,C1(N(C2=CC=CC=C2N1)C3CCN(CC3)CC=4C=CC(C5=C(N=C(C(N5)=O)C(CC)C)C6=CC=CC=C6)=CC4)=O
1152,O1C=2C(N=C1NC=3C=CC(C4=NN(C=5N=CN=C(N)C54)C6CCC(OCCOC)CC6)=CC3)=CC(=CC2C)C
1153,O(C[C@@H](N)CC1=CC=CC=C1)C2=C(N=C(C(=C2)C3=NC4=C(N=C3)NN=C4C)C=5C=COC5)NCC
1154,N1(CCC(CC1)C2=NNC(=N2)C=3N=CC=CC3)CC4=CC=C(C=C4)C=5N=C6N=C(N=CC6=CC5C7=CC=CC=C7)C#N
1155,C=1C=C(OC1C=2C=C3C(=CC2)N=CN=C3NC4=CC=C(C(=C4)Cl)OCC5=CC(=CC=C5)F)CNCC=S(O)(O)=C
1156,C1(=C(C2=CN3CCN(C(N4CCCCC4)=O)CC5=C3C2=CC(=C5)F)C(=O)NC1=O)C=6N7C(C=CC=C7)=NC6
1157,C1=C(C(C2=CC=C(C=C2)CN3CCC(CC3)C=4ON=C(N4)C5=CC=CN=C5)=NC=6C1=CN=C(SC)N6)C7=CC=CC=C7
1158,C=1C(=NC2=C(C1)N=C(N2C3=CC=C(C=C3)CNC(C4=CC=CC(=C4)F)=O)C5=CC=CN=C5N)C6=CN=CC=C6
1159,C1=C(N=C2C(=C1)N=C(N2C3=CC=C(C=C3)CNC(C=4C=CC=CC4)=O)C5=CC=CN=C5N)C6=CC=CC=C6
1160,C=1C2=C(C=CC1)C(=CN2)C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=CC6=C(C=N5)NN=C6C)C3)N)N
1161,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C=3C=C(C(=NC3N)C4=C(OC=C4)C)C=5N=CC6=NNC(=C6C5)C
1162,OC=1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4N=C5N(N=C(N)C5=CC4C6=CC=CC=C6)C)C7=C(N1)C=CC=C7
1163,C=1N=C2N=C(C=3C=CC(CN4CCC(CC4)N5C6=C(NC5=O)C=CC=C6)=CC3)C(C=7C=CC=CC7)=CC2=C(N)N1
1164,[C@@]12(N3C4=C5C(C=6C=CC=CC6N5[C@H](O1)C[C@H]([C@H]2OC)NC)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C
1165,ClC1=CC=C([C@@H](CNC2CCC(OC)CC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1
1166,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5C=C(NN5)C6=CN=CC=C6)C(C7=CC=CC=C7)=C2)=NC=C1
1167,ClC=1C(C=2C=3NC(=C(C3C=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5)C(=O)NCCOCCOCCN)=C(C=CC1)C
1168,O(C1=CC2=C(N=C(N=C2C=C1)C3=CC(NC(=O)CCC)=CC=C3)NC=4C=C5C(NN=C5)=CC4)CCN6CCCC6
1169,C1(=CC=C2C(=C1)C(=C(N2)O)C=C3CC(=C(C3=C)C(N4CCN(CC4)C)=O)C)S(=O)(N(C)C5=CC(=CC=C5)Cl)=O
1170,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F
1171,N1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5N=C(NN5)C6=NC=CC=C6)C(C7=CC=CC=C7)=C2)=CC=C1
1173,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C=3C=C(C(=NC3C#N)C=4C=COC4)C5=NC=6C(=NNC6N=C5)C
1174,C=1C2=C(C=CC1)C(=CN2)C[C@@H](COC=3C(=NC(C=4C=COC4)=C(C5=NC=6C(N=C5)=NNC6C)C3)C#N)N
1175,C=1N=C(C=2C=CC(=CC2)CN3CCC(CC3)N4C=5C(N=C4O)=CC=CC5)C(C=6C=CC=CC6)=CC1C7=NN=NN7C
1176,C1(=NC=C2C(N=C(C=3C=CC(CN4CCC(CC4)N5C6=C(C=N5)C(=NC=N6)N)=CC3)C(C=7C=CC=CC7)=C2)=N1)SC
1177,C=1N2C3=C(C=CC=C3)C1C=4C(NC(C4C5=CN(CCCC6=NC(=CC(CCC2)=C6)N7CCCC7)C8=C5C=CC=C8)=O)=O
1178,C=1(C=C2/C(/C(=O)NC2=CC1)=C/C3=CC(=CN3)C4=CC(=CC=C4)C(=O)NCCN5CCCCC5)NC(N)=O
1179,[C@@]12(N3C4=C5C(C6=C(N5[C@H](O1)C[C@@]2(C(=O)OC)O)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C
1180,C=1(N=CN=C2[C@@H](C[C@H](C21)C)O)N3CCN(C(=O)[C@H](CN(C(C)C)C)C=4C=CC(=CC4)Cl)CC3
1181,S(=O)(=O)(N1CCOCC1)C=2C=C(C(=O)NC3=CC=C(C4=NC5=C(N4)C=CC=C5C(=O)N)C=C3)C=CC2
1182,S1C2=C(C(C3=CC=C(NC(=O)NC4=CC=C(C=C4)C)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C(C(=O)N(C)C)C)N
1183,C=1C2=C(C=CC1)C(=CN2)C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=CC6=C(C=C5)NN=C6C)C3)N)N
1184,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C=3C=C(C4=CC=5C(=NNC5C)C=C4)C(=NC3N)C6=C(OC=C6)C
1185,ClC1=C2OC(=NC2=CC(=C1)C)NC=3C=CC(C4=NN(C=5N=CN=C(N)C54)C6CCC(OCCOC)CC6)=CC3
1186,C=1(C=C2/C(/C(NC2=CC1)=O)=C/C=3NC=C(C3)C4=CC(=CC=C4)C(=O)NCCN(C)C)NC(N)=O
1187,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C=3C=C(C(=NC3N)C4=C(OC=C4)C)C5=CC=6C(N=C5)=NNC6C
1188,C=1C2=C(C=CC1)C(=CN2)C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=CC6=C(N=C5)NN=C6C)C3)N)N
1189,FC=1C=C([C@@H](CNCC2CC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=CC1C(F)(F)F
1190,OC=1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4N=C(N)C(=CC4C5=CC=CC=C5)C#N)C6=C(N1)C=CC=C6
1191,C=1(N=C(C(C=2C=CC=CC2)=CC1C#N)C=3C=CC(=CC3)CN4CCC(CC4)N5C6=C(NC5=O)C=CC=C6)N
1192,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(=CC4)CC#N)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5
1193,O=C1N(N(C2=NC(=NC=C2N1C)NC3=C(OC)C=C(C=C3)C(=O)NC4CCN(CC4)C)C5CCCC5)CC
1194,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5N=C(NN5)C6=NC=CC=C6)C(C7=CC=CC=C7)=C2)=CN=C1
1195,O(C[C@@H](N)CC1=CC=CC=C1)C2=CC(=C(N=C2N)C3=C(OC=C3)C)C4=NC5=C(N=C4)NN=C5C
1196,C1(=CN=C2C(=C1)N=C(N2C3=CC=C(C=C3)CNC(C4=CC=CC(=C4)F)=O)C5=CC=CN=C5N)C6=CN=CC=C6
1198,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(C)(C)C)C=CC1C(F)(F)F
1199,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5C=C(NN5)C6=CC=CC=C6)C(C7=CC=CC=C7)=C2)=NC=C1
1200,C=1(C(=NC(=NC1)NC=2C=CC(=CC2OC)N3CCC(CC3)N4CCN(CC4)C)NC=5C(=CC=CC5)S(C(C)C)(=O)=O)Cl
1201,N=1C=NC(=C2[C@@H](C[C@@H](O)C12)C)N3CCN(C([C@H](CNC4CCOCC4)C5=CC(=C(Cl)C=C5)F)=O)CC3
1202,C=1(N(C2=CC=CC=C2N1)C3CCN(CC3)CC4=CC=C(C5=NC(CC(C)C)=C(N=C5C6=CC=CC=C6)O)C=C4)O
1203,C1=C(C(C=2C=CC(=CC2)CN3CCC(CC3)NC(CNC(C)=O)=O)=NC=4C1=CN=C(SC)N4)C5=CC=CC=C5
1204,OC=1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4N=C(NC)C(=CC4C5=CC=CC=C5)C#N)C6=C(N1)C=CC=C6
1205,C=1(N=C(C=2C=CC(=CC2)CN3CCC(CC3)N4C5=C(NC4=O)C=CC=C5)C(C=6C=CC=CC6)=CC1C#N)NC
1206,O=C1N(C2CCN(CC2)CC3=CC=C(C=C3)C4=NC=5NC(=O)N=C(N)C5C=C4C6=CC=CC=C6)C=7C(N1)=CC=CC7
1207,C1(O)=NC(N)=C2C(N=C(C=3C=CC(CN4CCC(CC4)N5C6=C(NC5=O)C=CC=C6)=CC3)C(C=7C=CC=CC7)=C2)=N1
1208,S1C2=C(C(C=3C=CC(NC(=O)NC4=CC=C(C=C4)C)=CC3)=C1)C(=NC=C2C5=CN(N=C5)C(C(=O)NC)C)N
1209,O=C1N(C2CCN(CC2)CC3=CC=C(C=C3)C=4NC(=O)C(=NC4C=5C=CC=CC5)CC(C)C)C=6C(N1)=CC=CC6
1210,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C5=CN(N=C5)CC(O)C)N
1211,C=1N=C2N=C(C=3C=CC(CN4CCC(CC4)N5C6=C(N=C5)C(=NC=N6)N)=CC3)C(C=7C=CC=CC7)=CC2=C(N)N1
1212,C=1C=C2N=C(C=3C=CC(CN4CCC(CC4)N5C6=C(NC5=O)C=CC=C6)=CC3)C(C=7C=CC=CC7)=NC2=CC1
1213,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5N=C(NN5)C6=NC=CC=C6)C(C7=CC=CC=C7)=C2)=NC=C1
1214,C=1(N=C(C=2C=CC=CC2)NN1)CCNCC3=CC=C(C=C3)C4=NC=5C(C=C4C6=CC=CC=C6)=CN=C(N5)SC
1215,OCC1C2C1CN(C2)CC3=CC=C(C=4C=C5C(NC=6C=C(OC)C(OC7=CC=CC=C7)=CC6)=NC=NC5=CC4)C=C3
1216,C=1C=CC(=CN1)C=2C=C3C(=NC2)N(C=4C=CC(CNC(C5=CC=CC=C5)=O)=CC4)C(=N3)C6=CC=CN=C6N
1217,N1(CCC(N2C=3C(N=C2C)=CC=CC3)CC1)CC4=CC=C(C=C4)C=5N=C6N=CN=C(N)C6=CC5C7=CC=CC=C7
1218,C1=C(C(C2=CC=C(C=C2)CN3CCC(CC3)N4C5=C(NC4=O)C=CC=C5)=NC6=C1C(=NN6)N)C7=CC=CC=C7
1219,O=C1N(C2CCN(CC2)CC3=CC=C(C=C3)C4=NC5=NNC(N)=C5C=C4C6=CC=CC=C6)C=7C(N1)=CC=CC7
1220,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C3=CC(=C(N=C3)C4=C(OC=C4)C)C5=NC6=C(NN=C6N=C5)C
1221,C=1C2=C(C(=CN2)C[C@@H](COC=3C=NC(=C(C4=NC=5C(N=C4)=NNC5C)C3)C=6C=COC6C)N)C=CC1
1222,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)CC(O)C)N
1223,ClC=1NC=2C(C1C[C@H](N)COC=3C=C(C(=NC3N)C4=C(OC=C4)C)C5=NC=6C(N=C5)=NNC6C)=CC=CC2
1224,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C
1225,[C@@H]1([C@@H](C(N2CCN(C=3N=CN=C4[C@@H](C[C@@H](C)C43)O)CC2)=O)C=5C=CC(Cl)=CC5)CCCCN1
1226,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5N=C(NN5)C6=NC=CC=C6)C(C7=CC=CC=C7)=C2)=CC=N1
1227,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5C=C(NN5)C6=NC=CC=C6)C(C7=CC=CC=C7)=C2)=NC=C1
1228,C1=C2C(N=C(C=3C=CC(=CC3)CN4CCC(CC4)C=5C=C(NN5)C6=CC=NC=C6)C(C=7C=CC=CC7)=N2)=CC=C1
1229,O(C[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C=3C=C(C(=NC3C)C=4C=COC4)C5=NC=6C(N=C5)=NNC6C
1230,C=1C2=C(C(=CN2)C[C@@H](COC=3C(=NC(C=4C=COC4)=C(C5=NC6=C(N=C5)NN=C6C)C3)C)N)C=CC1
1231,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C=CC(=O)NCCN(CC)CC)N
1232,O1[C@@H](CCN2C=3C(C(C4=C(C=5C=6C(N(CC1)C5)=CC=CC6)C(=O)NC4=O)=C2)=CC=CC3)CN(C)C
1233,C1=C(C(C=2C=CC(=CC2)CN3CCC(CC3)C(=O)NC4=CC=NC=C4)=NC=5C1=CN=C(SC)N5)C6=CC=CC=C6
1234,CCN1C(=NC=2C=NC(OC=3C=CC=C(NC(=O)C=4C=CC(OCCN5CCOCC5)=CC4)C3)=CC12)C6=NON=C6N
1235,C1=C(N=C2C(=C1)N=C(N2C3=CC=C(C=C3)CC(NC4=CC=CC=C4)=O)C5=CC=CN=C5N)C6=CN=CC=C6
1236,FC1=CC=2NC(=NC2C=C1)C3CCN(CC3)CC4=CC=C(C=C4)C=5N=C6N=CN=C(N)C6=CC5C7=CC=CC=C7
1237,C=1(C=CC=C(C1C=2C=3C=C(C=CC3C4=C(CN2)C=NC(=N4)NC=5C=CC(=C(C5)OC)C(=O)O)Cl)F)OC
1238,S(=O)(=O)(NC(=O)C=1C=CC(C2=CC=C(F)C=C2)=CC1)C=3C=C(N(=O)=O)C(NCCSC4=CC=C(O)C=C4)=CC3
1239,N1C(C2=C(C1=O)C3=CN(C=4C=CC=CC34)CCCC=5C=CC(=NC5N(C)C)CCN6C7=C(C2=C6)C=CC=C7)=O
1240,N1(CCC(CC1)C2=NNC(=C2)C3=CC=NC=C3)CC4=CC=C(C=C4)C=5N=C6N=CN=C(N)C6=CC5C7=CC=CC=C7
1241,C12=C(C=CC=C1)NC(N2C3CCN(CC3)CC4=CC=C(C=C4)C=5C(=NC=6C(=CC7=C(C6)N=CN7)N5)C8=CC=CC=C8)=O
1242,O=C1N(C2CCN(CC2)CC=3C=CC(=CC3)C4=NC5=C(N=C4C6=CC=CC=C6)C=CC(=C5)C(O)=O)C=7C(N1)=CC=CC7
1243,O=C1N(C2CCN(CC2)CC=3C=CC(=CC3)C4=NC5=C(N=C4C6=CC=CC=C6)C=C(C=C5)C(O)=O)C=7C(N1)=CC=CC7
1244,FC=1C(NC(=O)C2=CC(C=3N=C4N(C3C5=NC(=NC=C5)NC6=CC=C(N7CCN(CC7)CC)C=C6)C=CC=C4)=CC=C2)=CC=CC1
1245,N1N=NC(C=2C=C3C(=CC2)N=C(C4=CC=C(CN5CCC(CC5)N6C7=C(NC6=O)C=CC=C7)C=C4)C(=N3)C8=CC=CC=C8)=N1
1246,C=1(N=CC=C2N=C(C=3C=CC(=CC3)CN4CCC(CC4)C=5N=C(NN5)C6=NC=CC=C6)C(C7=CC=CC=C7)=CC21)O
1247,O(C[C@@H](N)CC=1C=2C(NC1C#N)=CC=CC2)C=3C=C(C(=NC3N)C4=C(OC=C4)C)C5=NC=6C(N=C5)=NNC6C
