,Knock-out Genes,Modal Similarity,The Most Similar Inhibitors,Metric,Scores,Searched Mols
1484,EGFR,0.83,N1(N=C(C=2C1=NC=NC2N)C3=CC=4C(C=C3)=CC=CC4)C,Morgan,0.28,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1485,EGFR,0.77,C1CCC(C(=O)N(C2=CC=C3C(N=C(N3C)NC(C=4C=CC(=CC4)C#N)=O)=C2)C)CC1,Morgan,0.22,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2OC[C@@H](C)NC[C@@H]1C
1486,EGFR,0.86,N1C(=O)C(=C(C1=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC,Morgan,0.32,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
1487,EGFR,0.85,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)F,Morgan,0.36,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1488,EGFR,0.78,FC=1C(N2CC3C(C3N)C2)=NC=4N(C=5C(F)=CC(F)=CC5)C=C(C(=O)C4C1)C(=O)O,Morgan,0.24,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1489,EGFR,0.88,C=1C=C(C2=CC=C3N(C(=O)NC=4C(=CC=CC4)CC)C[C@H](OC3=C2)C)C=CC1[C@H]5CC[C@H](CC(=O)O)CC5,Morgan,0.18,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
1490,EGFR,0.85,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)F,Morgan,0.36,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1491,EGFR,0.78,FC=1C(N2CC3C(C3N)C2)=NC=4N(C=5C(F)=CC(F)=CC5)C=C(C(=O)C4C1)C(=O)O,Morgan,0.24,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1492,EGFR,0.85,O=C1NC=2C(N=C(C1=NNC3=CC=C(C=C3)C)C)=CC=CC2,Morgan,0.29,Cc1noc(C)c1C(c2ccccc2)S(=O)(=O)c3ccc(C)cc3
1493,EGFR,0.85,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)F,Morgan,0.36,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1494,EGFR,0.85,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)F,Morgan,0.36,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1495,EGFR,0.00,BrC=1C=C2C=3NN=CC3CC2=CC1,Morgan,0.12,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1496,EGFR,0.78,FC=1C(N2CC3C(C3N)C2)=NC=4N(C=5C(F)=CC(F)=CC5)C=C(C(=O)C4C1)C(=O)O,Morgan,0.24,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1497,EGFR,0.85,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)F,Morgan,0.36,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1498,EGFR,0.84,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,Morgan,0.17,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1499,EGFR,0.84,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,Morgan,0.17,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1500,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1501,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1502,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1503,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1504,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1505,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1506,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1507,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1508,HDAC1,0.82,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,Fraggle,0.00,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3ncc(cc3C1=O)c4ccccc4C
1509,HDAC1,0.90,C1=CC(C=2NC([C@@H](NC(=O)CC3=C(NC4=C3C=C(C=C4)OC)C)CCCCCC(NS(C(F)(F)F)(=O)=O)=O)=NC2)=CC=5C1=CC=CC5,Fraggle,0.35,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)OCc3cn(CCCC1=O)nn3
1510,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1511,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1512,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1513,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1514,HDAC1,0.79,N1(C(C=2C=C(O)C(=CC2C1=O)CN3CCOCC3)=O)CCCCCC(NC=4C(N)=CC=CC4)=O,Fraggle,0.38,OC[C@@H]1[C@H]2Cn3c(ccc(-c4ccncc4)c3=O)[C@H]2N(Cc2cocn2)[C@H]1C(=O)N1CCCCC1
1515,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1516,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1517,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1518,HDAC1,0.91,C1=CC(C=2NC([C@@H](NC(=O)CC3=C(NC4=C3C=C(C=C4)OC)C)CCCCCC(NS(C)(=O)=O)=O)=NC2)=CC=5C1=CC=CC5,Fraggle,0.36,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
1519,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1520,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1521,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1522,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1523,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1524,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1525,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1526,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1527,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1528,HDAC1,0.79,N1(C(C=2C=C(O)C(=CC2C1=O)CN3CCOCC3)=O)CCCCCC(NC=4C(N)=CC=CC4)=O,Fraggle,0.38,OC[C@@H]1[C@H]2Cn3c(ccc(-c4ccncc4)c3=O)[C@H]2N(Cc2cocn2)[C@H]1C(=O)N1CCCCC1
1529,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1530,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1531,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1532,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1533,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1534,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1535,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1536,HDAC1,0.77,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,Fraggle,0.00,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O
1537,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1538,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1539,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1540,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1541,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1542,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1543,HDAC1,0.79,N1(C(C=2C=C(O)C(=CC2C1=O)CN3CCOCC3)=O)CCCCCC(NC=4C(N)=CC=CC4)=O,Fraggle,0.38,OC[C@@H]1[C@H]2Cn3c(ccc(-c4ccncc4)c3=O)[C@H]2N(Cc2cocn2)[C@H]1C(=O)N1CCCCC1
1544,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1545,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1546,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1547,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1548,HDAC1,0.88,O1C2(CCN(CC2)C=3N=CC(=CC3)C(=O)NC=4C=C(C5=CN(N=C5)C)C=CC4N)CNC1=O,Fraggle,0.36,COc1ccc(cc1)C2(CC2)C(=O)N3CCC(CC3)n4nc(oc4=O)c5ccccc5
1549,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1550,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1551,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1552,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1553,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1554,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1555,HDAC1,0.90,S1C(C2=NC(=NO2)CS(C3=CC=CS3)(=O)=O)=CC=C1C(=O)C(F)(F)F,Fraggle,0.47,Cc1noc(C)c1C(c2ccccc2)S(=O)(=O)c3ccc(C)cc3
1556,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1557,HDAC1,0.82,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,Fraggle,0.00,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3ncc(cc3C1=O)c4ccccc4C
1558,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1559,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1560,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1561,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1562,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1563,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1564,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1565,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1566,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1567,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1568,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1569,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1570,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1571,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1572,HDAC1,0.91,C1=CC(C=2NC([C@@H](NC(=O)CC3=C(NC4=C3C=C(C=C4)OC)C)CCCCCC(NS(C)(=O)=O)=O)=NC2)=CC=5C1=CC=CC5,Fraggle,0.36,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)C)cc3C1=O
1573,HDAC1,0.82,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,Fraggle,0.00,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3ncc(cc3C1=O)c4ccccc4C
1574,HDAC1,0.85,C=1C=C(C=NC1N2C[C@@H](N(CC2)C(NCC3=CC=C(C=C3)OC)=O)C)C(NC=4C(=CC=CC4)N)=O,Fraggle,0.44,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
1575,HDAC1,0.77,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,Fraggle,0.00,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O
1576,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1577,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
1578,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1579,HDAC1,0.82,O1CCN(CC=2C=3C=4C(C(=O)N(CCCCCC(=O)NC=5C(N)=CC=CC5)C(=O)C4C=CC3)=CC2O)CC1,Fraggle,0.00,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3ncc(cc3C1=O)c4ccccc4C
1580,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1581,HDAC1,0.84,C=1CC(C(N(C1)CC2=CN(N=N2)C3=CC=CC=C3)=S)=O,Fraggle,0.30,Cn1nnnc1Sc2ncnc3scc(c4cccc5ccccc45)c23
1582,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1583,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1584,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1585,HDAC1,0.86,C1=C(C(C(F)(F)F)=O)SC(C=2OC(=NN2)C=3C=CC=CC3)=C1,Fraggle,0.67,Fc1ccc(cc1)C(=O)OCc1ccc(CSc2nnc(o2)-c2cccc3ccccc23)cc1
1586,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1587,HDAC1,0.00,BrC=1C=CC(C2=NN(C=C2/C=C\C(=O)NC=3C=CC=CC3)C4=CC=CC=C4)=CC1,Fraggle,0.16,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
1588,HDAC1,0.84,C(CCCNC(NC(C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2)=O)=O)CC(=NO)O,Fraggle,0.24,CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@H](CO)O1
