Knock-out Genes,Method Names,MACCS Scores,The Most Similar Inhibitors,Result Mols
AKT1,Cosine Search,0.64,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
AKT1,Cosine Search,0.73,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ncc(cc4C1=O)c5cncnc5
AKT1,Cosine Search,0.67,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
AKT1,Cosine Search,0.76,ClC=1N=CC(C2=CC=3SC(=NC3C=C2)NC(=O)C)=CC1NS(=O)(=O)C4=CC=C(OC)C=C4,Oc1c(Sc2cccc3cccnc23)cc(NS(=O)(=O)c4ccc(Cl)cc4)c5ccccc15
AKT1,Cosine Search,0.67,C1=CC(=CC=2C1=CN=CC2)C(N[C@H](C3CCN(CC3)CC4=CC=CC=C4)C=5C=CC(=C(C5)Cl)Cl)=O,CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12
AKT1,Cosine Search,0.8,C1(=CC=C2C(N=C(C=3C=CC(CN4CCC(CC4)N5C6=C(NC5=O)C=CC=C6)=CC3)C(C=7C=CC=CC7)=N2)=C1)C(=O)O,OC[C@H]1[C@@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@@H](N2)[C@@H]1C(=O)N1CCCCC1
AKT1,Cosine Search,0.64,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
AKT1,Cosine Search,0.81,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
AKT1,Cosine Search,0.62,N(N(C(=O)CN1C(C=CC1=O)=O)CC=2C=CC=CC2)C(=O)OC(C)(C)C,COC(=O)N1N(C(=O)OC)[C@](C2CCCC2)(C1=O)c3ccccc3
AKT1,Cosine Search,0.34,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,CCCC(CCC)C(O)=O
AKT1,Cosine Search,0.67,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
AKT1,Cosine Search,0.8,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@@H]1C)OC
AKT1,Euclidean Search,0.78,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
AKT1,Euclidean Search,0.62,C1(=CC=CC=C1)C[C@@H](COC=2C=NC=C(C=3C=CC4=C(C(C(N4)=O)CC=5OC=CC5)C3)C2)N,OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1
AKT1,Euclidean Search,0.71,C1(CCC1)(N)C=2C=CC(=CC2)C3=NC=C4C=CC=CC4=C3C=5C=CC=CC5,Nc1c2CCCCc2nc2ccccc12
AKT1,Euclidean Search,0.69,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O
AKT1,Euclidean Search,0.64,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C(C(=O)N)(C)C)N,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F
AKT1,Euclidean Search,0.34,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,CCCC(CCC)C(O)=O
AKT1,Euclidean Search,0.55,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C(=C3)O)O)O,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1
AKT1,Euclidean Search,0.75,C12=C(C(=O)NC1=O)C=3C=4N(C=CC4C=CC3C5=C2C6=C(C(CCCN[C@H]7CC[C@@H](CC7)O)=CC=C6)N5)C,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
AKT1,Euclidean Search,0.73,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O
AKT1,Euclidean Search,0.64,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
AKT1,Euclidean Search,0.81,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
AKT1,Euclidean Search,0.78,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
AKT1,Euclidean Search,0.62,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,CNCCCCOc1ccccc1Cc1ccccc1
AKT1,Euclidean Search,0.79,S(=O)(=O)(N)C1=CC(NC=2N=C(NC3=CC=C(OCC(=O)N)C=C3)C(=CN2)C)=CC=C1,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
AKT1,Euclidean Search,0.78,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)O,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3
AKT1,Euclidean Search,0.69,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O
AKT1,Euclidean Search,0.63,N=1C(N)=C2C(=CN(C2=NC1)C(C)C)C(C=3C=NC=C(N3)N[C@H]4[C@H](N(CC4)C(=O)C)C5=CC=CC=C5)=O,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
AKT1,Euclidean Search,0.63,N=1C(N)=C2C(=CN(C2=NC1)C(C)C)C(C=3C=NC=C(N3)N[C@H]4[C@H](N(CC4)C(=O)C)C5=CC=CC=C5)=O,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
AKT1,Euclidean Search,0.73,[C@@H]1(CN(CC1)C2=C3C(=CNC3=NC=N2)C)NS(C4=CC=CC=C4)(=O)=O,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1
AKT1,Euclidean Search,0.36,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,CN(C)C(=N)NC(N)=N
AKT1,Euclidean Search,0.78,S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1
AKT1,Euclidean Search,0.65,S(=O)(=O)(NC=1C=C(C2=CC=3SC(=NC3C=C2)NC(=O)C)C=NC1C)C4=CC=C(OC)C=C4,COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C
AKT1,Euclidean Search,0.6,C1=CC(=C2C(=C1OC)N(C(=C2)C(OC)=O)C)OC[C@@H](N)CC3=CC=CC=C3,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1
AKT1,Euclidean Search,0.82,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
AKT1,Euclidean Search,0.41,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,CC(C)Cc1ccc(cc1)C(C)C(O)=O
AKT1,Euclidean Search,0.84,C12(CN(C[C@@H](CN(CCCCC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(=CC4C(C2)=O)O,CCCNC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)c3cncnc3
AKT1,Euclidean Search,0.71,O=C(N(C)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1
AKT1,Euclidean Search,0.68,C1=CC(C(=O)NCCCC(NC2C(C(C(C(O2)COC(=O)C)OC(C)=O)OC(C)=O)OC(C)=O)=O)=CC=C1,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CC[C@H](NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC
AKT1,Euclidean Search,0.69,C1(=CC=C2C(=C1)C3=NNC(C=4C=CC(=NC4)C#N)=C3C2)OCCN5CCOCC5,CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
AKT1,Euclidean Search,0.41,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,CC(C)Cc1ccc(cc1)C(C)C(O)=O
AKT1,Euclidean Search,0.34,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,CCCC(CCC)C(O)=O
AKT1,Euclidean Search,0.61,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AKT1,Euclidean Search,0.63,C1=C(C(=CC=2C1=CN=CC2)C(NC(C3CCNCC3)C=4C=CC(=C(C4)Cl)Cl)=O)C5=CC=C(C=C5)OC,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1
AKT1,Euclidean Search,0.79,C12(CCN(CC1)C)CN(C3=NC=NC4=C3C=CN4)C5=C2C=CC=C5,CN1CCN2C(C1)c1ccccc1Cc1cccnc21
AKT1,Euclidean Search,0.78,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
AKT1,Euclidean Search,0.65,C=1N=CC=2SC(C=3N=C(ON3)O)=CC2C1OC4=CC=C(C=C4)I,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F
AKT1,Euclidean Search,0.89,N=1NC=C(C1C2=CC=CC=C2)C=3C=CN=CC3,c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1
AKT1,Euclidean Search,0.7,C1=C2C(=CC=C1)C(=C(N2)Cl)C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=NC6=C(N=C5)NN=C6C)C3)N)N,Cc1cc(OCC(=O)Nc2nnc[nH]2)ccc1Cl
AKT1,Euclidean Search,0.75,C12=C(C(=O)NC1=O)C=3C=4N(C=CC4C=CC3C5=C2C6=C(C(CCCN[C@H]7CC[C@@H](CC7)O)=CC=C6)N5)C,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
AKT1,Euclidean Search,0.62,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,CNCCCCOc1ccccc1Cc1ccccc1
AKT1,Euclidean Search,0.73,C1(CC=2C(C1)=CC=CC2)[C@H](C(N3CCN(C4=NC=NC5=C4C(=CN5)C)CC3)=O)N,Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O
AKT1,Euclidean Search,0.87,O1CCC(N2C=3N=C(N=C(C3N=C(C2=O)C=4C=CC(=NC4)C)C)N)CC1,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
AKT1,Euclidean Search,0.65,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Cn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc12
AKT1,Euclidean Search,0.6,C1=CC(=C2C(=C1OC)N(C(=C2)C(OC)=O)C)OC[C@@H](N)CC3=CC=CC=C3,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1
AKT1,Euclidean Search,0.74,C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
AKT1,Euclidean Search,0.9,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C(=C3)O)O)O,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O
AKT1,Euclidean Search,0.62,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,CNCCCCOc1ccccc1Cc1ccccc1
AKT1,Euclidean Search,0.62,C=12C(=O)C(=CC(C1)=O)[C@@H]([C@@H](C)C[C@H](OC)[C@H](OC)[C@@H](C)C=C(C)[C@@H]([C@@H](OC)C=CC=C(C)C(N2)=O)OC(=O)N)OC,CCCC[C@@H](C)C=C(C)C=C(/C)C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O
AKT1,Euclidean Search,0.59,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C
AKT1,Euclidean Search,0.62,C1(=CC=CC=C1)C[C@@H](COC=2C=NC=C(C=3C=CC4=C(C(C(N4)=O)CC=5OC=CC5)C3)C2)N,OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1
AKT1,Euclidean Search,0.56,C1(=CC=C2C(=C1)/C(/C(N2)=O)=C/C3=CC=C(C=C3)OCCN(CC)CC)Cl,CCN(CC)CCOC(=O)c1ccc(N)cc1
AKT1,Euclidean Search,0.76,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
AKT1,Euclidean Search,0.75,N1(CCC(CC1)C2=NC=3C(N2)=CC=CC3)CC4=CC=C(C=C4)C=5N=CC(=CC5C6=CC=CC=C6)C#N,C(Cn1c2ccccc2c3ccccc13)c4nc5ccccc5[nH]4
AKT1,Euclidean Search,0.49,[C@@H]1(OC(=O)C=2C=3[C@]1(C=4C(C(C3OC2)=O)[C@H]5[C@@](CC4OC(=O)C)(C)C(CC5)=O)C)COC,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1
AKT1,Euclidean Search,0.79,FC=1C(C(=O)N2CCN(C=3N=CC=CN3)CC2)=CC(CC4=NNC(=O)C5C4CCC=C5)=CC1,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1
AKT1,Euclidean Search,0.39,C1(CCC1)(N)C=2C=CC(=CC2)C=3C(=CC=C4N(C=NC43)C)C=5C=CC=CC5,CNC1(C)C2CCC(C2)C1(C)C
AKT1,Euclidean Search,0.78,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
AKT1,Euclidean Search,0.73,C=1C=CC=C2NC=C(C[C@@H](COC=3C=NC=C(C4=CC=C5C(=C4)C(C(N5)=O)C=6SC=CC6)C3)N)C21,Oc1nc2ccccc2nc1c3ccccc3NC(=O)c4cccs4
AKT1,Euclidean Search,0.53,S1N=CC=2C1=CC(N(C)C)=C(NC(=O)C(=O)O)C2,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO
AKT1,Euclidean Search,0.71,O=C(N(C)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1
AKT1,Euclidean Search,0.62,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCc1ncc(C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O
AKT1,Euclidean Search,0.69,C1(=CN=C2C(=C1)N=C(N2CC3=CC=CC=C3OC)C=4C=CN=CC4)Br,Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C
AKT1,Euclidean Search,0.73,C=1(C=NNC1)C2=CC=C(NC(C3COC4=C(O3)C=CC=C4)=O)C(=C2)OCCN(C)C,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C
AKT1,Euclidean Search,0.71,C1=CC=C2C(C3=C4N2[C@]5(O[C@H](C[C@H]([C@H]5OC)N(C)C(=O)CCC(NCCC(NCCC(NCCC(N)=O)=O)=O)=O)N6C4=C(C7=C6C=CC=C7)C=8C3=CNC8O)C)=C1,CN(C)[C@H]1C2CC3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(=O)NCN5CCCC5)C1=O
AKT1,Euclidean Search,0.69,COC=1C=C2C(=NC=NC2=CC1OCCCN3CCCC3)OC=4C=CC=5NC(C)=CC5C4F,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC
AKT1,Euclidean Search,0.41,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,CC(C)Cc1ccc(cc1)C(C)C(O)=O
AKT1,Euclidean Search,0.67,C=1C(OC)=C(C=CC1OC)/C=C/C(C(=CC2=CC=C(C(=C2)O)OC)C(/C=C/C=3C(=CC(OC)=CC3)OC)=O)=O,CC(=O)Oc1ccccc1C(O)=O
AKT1,Euclidean Search,0.68,N1C(C(=C(C1=O)C2=CNC=3C=CC=CC23)C4=CN(C=5C=CC(=CC45)OC)CCCN(C)C)=O,COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
AKT1,Euclidean Search,0.73,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O
AKT1,Euclidean Search,0.36,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,CN(C)C(=N)NC(N)=N
AKT1,Euclidean Search,0.61,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AKT1,Euclidean Search,0.73,BrC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC)CC3,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
AKT1,Euclidean Search,0.66,C1=CC(=CC=2C1=CN=CC2)C(N[C@H](C3CCN(CC3)CC4=CC=CC=C4)C=5C=CC(=C(C5)Cl)Cl)=O,Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1
AKT1,Euclidean Search,0.78,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
AKT1,Euclidean Search,0.67,C=1C(OC)=C(C=CC1OC)/C=C/C(C(=CC2=CC=C(C(=C2)O)OC)C(/C=C/C=3C(=CC(OC)=CC3)OC)=O)=O,CC(=O)Oc1ccccc1C(O)=O
AKT1,Euclidean Search,0.75,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
AKT1,Euclidean Search,0.9,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C(=C3)O)O)O,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O
AKT1,Euclidean Search,0.62,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,CNCCCCOc1ccccc1Cc1ccccc1
AKT1,Euclidean Search,0.79,S(=O)(=O)(N)C1=CC(NC=2N=C(NC3=CC=C(OCC(=O)N)C=C3)C(=CN2)C)=CC=C1,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
AKT1,Euclidean Search,0.34,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,CCCC(CCC)C(O)=O
AKT1,Euclidean Search,0.41,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,CC(C)Cc1ccc(cc1)C(C)C(O)=O
AKT1,Euclidean Search,0.63,C1(=C(N(C=2C=CC(=CC2)Cl)N=C1C3=CC=NC=C3)O)C=4C=CC(=CC4)F,O=c1n([se]c2ccccc12)-c1ccccc1
AKT1,Euclidean Search,0.79,FC=1C(C(=O)N2CCN(C=3N=CC=CN3)CC2)=CC(CC4=NNC(=O)C5C4CCC=C5)=CC1,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1
AKT1,Euclidean Search,0.69,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O
AKT1,Euclidean Search,0.65,C=1N=CC=2SC(C=3N=C(ON3)O)=CC2C1OC4=CC=C(C=C4)I,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F
AKT1,Euclidean Search,0.82,C1(=NC2=C(C=C(C3=CC=CC=C3)C(=N2)C4=CC=C(C=C4)CN5CCC(CC5)C6=NN=C(N6)C=7C=CC(NC7)=O)C=N1)N8CCN(CC8)CCN(C)C,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1
AKT1,Euclidean Search,0.61,C1=CC(=C2C(=C1)NC(=C2)C(OC)=O)OCCN,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
AKT1,Euclidean Search,0.66,O(C=1C=C(C=NC1)CCC2=CC=CC=C2)CC3N(CCC3)C,CN1CCC[C@H]1c1cccnc1
AKT1,Euclidean Search,0.64,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
AKT1,Euclidean Search,0.63,FC=1C=CC(C2=NN(C=C2C3=NC=NC=C3)C)=CC1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
AKT1,Euclidean Search,0.67,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
AKT1,Euclidean Search,0.59,C12=C(C=CC(=C1)C(O)=O)C=3C(=CC=NC3)C(=N2)NC=4C=CC=C(C4)Cl,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl
AKT1,Euclidean Search,0.74,C=1(C=CC(=CC1)OC)/C(/C(=O)O)=C\C2=CN(C=3C=CC(=CC23)OCC=4C=CC=CC4)C(=O)C,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1
AKT1,Euclidean Search,0.61,N=1C=NC(=C2[C@@H](OCC21)C)N3CCN(C(=O)C(CC4=CC=C(C(=C4)F)Cl)CC(N)(C)C)CC3,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1
AKT1,Euclidean Search,0.64,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
AKT1,Euclidean Search,0.81,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1
AKT1,Euclidean Search,0.69,C1(=CC=C2C(=C1)C3=NNC(C=4C=CC(=NC4)C#N)=C3C2)OCCN5CCOCC5,CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
AKT1,Euclidean Search,0.34,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,CCCC(CCC)C(O)=O
AKT1,Euclidean Search,0.59,C1=CC=C2C(N(C(=N2)NC(=O)C=3C=CC=C(C3)N(=O)=O)CCCO)=C1,CC(O)Cn1c(C)ncc1[N+]([O-])=O
AKT1,Euclidean Search,0.8,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@@H]1C)OC
AKT1,Pre-trained hierVAE Generate,0.27,O=C(NC1=CC=C(C=2C=C(C=CC2)C(=O)N)C=C1)NC3=CC(=CC=C3)C,Cc1ccc(-c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)cc1
